id,thai,romanization,english,category,used_in_lessons,reviewer_ok,reviewer_correction,reviewer_note
"tr28","น้ำมันดีเซล","nám-man-dee-sayn","diesel","transport","","","",""
"tr29","สะพาน","sà-paan","bridge","transport","","","",""
"tr30","ที่จอดรถ","têe-jòrt-rót","car park","transport","","","",""
"tr31","เครื่องล้างรถ","krêuang-láang-rót","car wash","transport","","","",""
"tr32","ทางเข้าออก","taang-kâo-ork","slip road","transport","","","",""
"tr33","ที่จอดรถข้างถนน","têe-jòrt-rót-kâang-tà-nǒn","layby","transport","","","",""
"tr34","จำกัดความเร็ว","jam-gàt-kwaam-rew","speed limit","transport","","","",""
"tr35","หัวมุม","hǔa-mum","corner","transport","","","",""
"tr36","ทางออก","taang-ork","exit","transport","","","",""
"tr37","ยางมะตอย","yaang-má-dtoy","tarmac","transport","","","",""
"tr38","ส่วนหัวเครื่อง","sùan-hǔa-krêuang","nose (aircraft)","transport","","","",""
"tr39","ส่วนหาง","sùan-hǎang","tail (aircraft)","transport","","","",""
"tr40","หัวจ่ายน้ำมัน","hǔa-jàai-nám-man","fuel pump","transport","","","",""
"tr41","ทางแยก","taang-yâirk","junction","transport","","","",""
"tr42","ขอบถนน","kòrp-tà-nǒn","kerb","transport","","","",""
"tr43","เลน","layn","lane","transport","","","",""
"tr44","มอเตอร์เวย์","mor-dter-way","motorway","transport","","","",""
"tr45","ช่องจอดรถ","chông-jòrt-rót","parking space","transport","","","",""
"tr46","ทางเท้า","taang-táao","pavement","transport","","","",""
"tr47","ปั๊มน้ำมัน","bpám-nám-man","petrol station","transport","","","",""
"tr48","หลุม","lǔm","pothole","transport","","","",""
"tr49","กล้องตรวจจับความเร็ว","glông-dtrùat-jàp-kwaam-rew","speed camera","transport","","","",""
"tr50","เครื่องขายตั๋ว","krêuang-kǎai-dtǔa","ticket machine","transport","","","",""
"tr51","ด่านเก็บเงิน","dàan-gèp-nguhn","toll point","transport","","","",""
"tr52","กรวยจราจร","gruay-jà-raa-jorn","traffic cone","transport","","","",""
"tr53","ไฟจราจร","fai-jà-raa-jorn","traffic lights","transport","","","",""
"tr54","ตำรวจจราจร","dtam-rùat-jà-raa-jorn","traffic police","transport","","","",""
"tr55","อุโมงค์","ù-mohng","tunnel","transport","","","",""
"tr56","ทางม้าลาย","taang-máa-laai","zebra crossing","transport","","","",""
"tr57","อุบัติเหตุ","ù-bàt-dtì-hàyt","accident","transport","","","",""
"tr58","รถเสีย","rót-sǐa","breakdown","transport","","","",""
"tr59","รถชนกัน","rót-chon-gan","collision","transport","","","",""
"tr60","ยางแบน","yaang-bairn","flat tyre","transport","","","",""
"tr61","อู่ซ่อมรถ","òo-sôm-rót","garage","transport","","","",""
"tr62","ด่านตรวจ","dàan-dtrùat","checkpoint","transport","","","",""
"tr63","รถลาก","rót-lâak","tow truck","transport","","","",""
"tr64","เส้นทางเดินรถ","sên-taang-dern-rót","bus route","transport","","","",""
"tr65","บัสเลน","bàt-layn","bus lane","transport","","","",""
"tr66","บัตรโดยสารรถบัส","bàt-dohy-sǎan-rót-bàt","bus pass","transport","","","",""
"tr67","สถานีรถขนส่ง","sà-tǎa-nee-rót-kǒn-sòng","bus station","transport","","","",""
"tr68","ป้ายรถเมล์","bpâai-rót-may","bus stop","transport","","","",""
"tr69","ค่ารถ","kâa-rót","fare","transport","","","",""
"tr70","สิทธิประโยชน์","sìt-tí-bprà-yòht","concession","transport","","","",""
"tr71","รถรับส่ง","rót-ráp-sòng","shuttle bus","transport","","","",""
"tr72","รถโรงเรียน","rót-rohng-rian","school bus","transport","","","",""
"tr73","รถรับส่งสนามบิน","rót-ráp-sòng-sà-nǎam-bin","airport bus","transport","","","",""
"tr74","รถเมล์","rót-may","bus","transport","","","",""
"tr75","รถโดยสาร","rót-dohy-sǎan","coach (long-distance bus)","transport","","","",""
"tr76","รถตู้","rót-dtôo","minibus","transport","","","",""
"tr77","คนขี่รถจักรยานยนต์","kon-kèe-rót-jàk-grà-yaan-yon","motorcyclist","transport","","","",""
"tr78","รถมอเตอร์ไซค์เกียร์ออโต้","rót-mor-dter-sai-gia-or-dtôh","scooter","transport","","","",""
"tr79","เบาะ","bò","seat (saddle)","transport","","","",""
"tr80","แฮนด์จับ","hairn-jàp","handlebars","transport","","","",""
"tr81","บังโคลน","bang-klohn","mudguard","transport","","","",""
"tr82","ขาตั้ง","kǎa-dtâng","kickstand","transport","","","",""
"tr83","รองเท้าบูท","rorng-táao-bòot","boots","transport","","","",""
"tr84","หมวกกันน็อค","mùak-gan-nók","crash helmet","transport","","","",""
"tr85","กล้องติดหมวกกันน็อค","glông-dtìt-mùak-gan-nók","helmet cam","transport","","","",""
"tr86","ถุงมือหนัง","tǔng-meu-nǎng","leather gloves","transport","","","",""
"tr87","เสื้อหนัง","sêua-nǎng","leather jacket","transport","","","",""
"tr88","บิกไบค์","bìk-bái","motorbike","transport","","","",""
"tr89","คนขี่จักรยาน","kon-kèe-jàk-grà-yaan","cyclist","transport","","","",""
"tr90","จักรยานเสือภูเขา","jàk-grà-yaan-sěua-poo-kǎo","mountain bike","transport","","","",""
"tr91","จักรยานสำหรับถนน","jàk-grà-yaan-sǎm-ràp-tà-nǒn","road bike","transport","","","",""
"tr92","ที่จอดรถจักรยาน","têe-jòrt-rót-jàk-grà-yaan","bike stand","transport","","","",""
"tr93","เลนจักรยาน","layn-jàk-grà-yaan","cycle lane","transport","","","",""
"tr94","กระดิ่ง","grà-dìng","bell","transport","","","",""
"tr95","โซ่ล็อคจักรยาน","sôh-lók-jàk-grà-yaan","bike lock","transport","","","",""
"tr96","หมวกกันน็อคจักรยาน","mùak-gan-nók-jàk-grà-yaan","bike helmet","transport","","","",""
"tr97","ปั๊มลมยาง","bpám-lom-yaang","bike pump","transport","","","",""
"tr98","ไฟหลัง","fai-lǎng","reflector","transport","","","",""
"tr99","ที่เหยียบ","têe-yìap","pedal","transport","","","",""
"tr100","โซ่","sôh","chain","transport","","","",""
"tr101","โครงบน","krohng-bon","crossbar","transport","","","",""
"tr102","อานนั่ง","aan-nâng","saddle","transport","","","",""
"tr103","โครง","krohng","frame","transport","","","",""
"tr104","เส้นทางรถไฟ","sên-taang-rót-fai","rail network","transport","","","",""
"tr105","รถไฟความเร็วสูง","rót-fai-kwaam-rew-sǒong","high-speed train","transport","","","",""
"tr106","รถไฟโดยสาร","rót-fai-dohy-sǎan","passenger train","transport","","","",""
"tr107","รถไฟขนสินค้า","rót-fai-kǒn-sǐn-káa","freight train","transport","","","",""
"tr108","รถนอน","rót-norn","sleeper","transport","","","",""
"tr109","ชั้นหนึ่ง","chán-nèung","first class","transport","","","",""
"tr110","ชั้นสอง","chán-sǒrng","second class","transport","","","",""
"tr111","คนขนของ","kon-kǒn-kǒrng","porter","transport","","","",""
"tr112","ตำรวจรถไฟ","dtam-rùat-rót-fai","railway police","transport","","","",""
"tr113","สาย","sǎai","line (rail)","transport","","","",""
"tr114","สถานีรถไฟ","sà-tǎa-nee-rót-fai","train station","transport","","","",""
"tr115","ที่ฝากกระเป๋า","têe-fàak-grà-bpǎo","left luggage","transport","","","",""
"tr116","ตั๋วเที่ยวเดียว","dtǔa-tîaw-diaw","single ticket","transport","","","",""
"tr117","รถไฟฟ้าแอร์พอร์ตเรลลิงก์","rót-fai-fáa-air-pórt-rayn-líng","airport rail link","transport","","","",""
"tr118","รถไฟฟ้าบีทีเอส","rót-fai-fáa-bee-tee-áyt","BTS Skytrain","transport","","","",""
"tr119","รถนั่ง","rót-nâng","carriage","transport","","","",""
"tr120","ป้ายบอกเวลา","bpâai-bòrk-way-laa","departure board","transport","","","",""
"tr121","หัวรถจักร","hǔa-rót-jàk","locomotive","transport","","","",""
"tr122","รถไฟ","rót-fai","train","transport","","","",""
"tr123","ตู้เสบียง","dtôo-sà-biang","restaurant car","transport","","","",""
"tr124","ชานชาลา","chaan-chaa-laa","platform","transport","","","",""
"tr125","รางรถไฟ","raang-rót-fai","track (rail)","transport","","","",""
"tr126","ตั๋ว","dtǔa","ticket","transport","","","",""
"tr127","ห้องขายตั๋ว","hông-kǎai-dtǔa","ticket office","transport","","","",""
"tr128","ประตูอัตโนมัติ","bprà-dtoo-àt-dtà-noh-mát","ticket barrier","transport","","","",""
"tr129","ชั้นวางกระเป๋า","chán-waang-grà-bpǎo","luggage rack","transport","","","",""
"tr130","แผนที่เส้นทาง","pǎirn-têe-sên-taang","network map","transport","","","",""
"tr131","ป้อมสัญญาณรถไฟ","bpôm-sǎn-yaan-rót-fai","signal box","transport","","","",""
"car01","อัตโนมัติ","àt-dtà-noh-mát","automatic","car","","","",""
"car02","ไฟฟ้า","fai-fáa","electric","car","","","",""
"car03","ไฮบริด","hai-brìt","hybrid","car","","","",""
"car04","ที่นั่งผู้โดยสาร","têe-nâng-pôo-dohy-sǎan","passenger seat","car","","","",""
"car06","ที่นั่งด้านหลัง","têe-nâng-dâan-lǎng","back seat","car","","","",""
"car07","ที่นั่งสำหรับเด็ก","têe-nâng-sǎm-ràp-dèk","child seat","car","","","",""
"car08","หลังคารับแสง","lǎng-kaa-ráp-sǎirng","sunroof","car","","","",""
"car09","เครื่องยนต์","krêuang-yon","engine","car","","","",""
"car10","แบตเตอรี่","bèt-dter-rêe","battery","car","","","",""
"car11","เบรก","bràyk","brake","car","","","",""
"car12","คันเร่ง","kan-râyng","accelerator","car","","","",""
"car13","เครื่องปรับอากาศ","krêuang-bpràp-aa-gàat","air conditioning","car","","","",""
"car14","คลัตช์","klát","clutch","car","","","",""
"car15","ท่อไอเสีย","tôr-ai-sǐa","exhaust pipe","car","","","",""
"car16","ถังน้ำมัน","tǎng-nám-man","fuel tank","car","","","",""
"car17","เกียร์","gia","gearbox","car","","","",""
"car18","การส่งกำลัง","gaan-sòng-gam-lang","transmission","car","","","",""
"car19","แผงหน้ารถ","pǎirng-nâa-rót","dashboard","car","","","",""
"car20","ตัววัดน้ำมัน","dtua-wát-nám-man","fuel gauge","car","","","",""
"car21","เกียร์กระปุก","gia-grà-bpùk","gearstick","car","","","",""
"car22","ลิ้นชักหน้ารถ","lín-chák-nâa-rót","glove compartment","car","","","",""
"car23","เบรกมือ","bràyk-meu","handbrake","car","","","",""
"car24","ที่พิงศีรษะ","têe-ping-sěe-sà","headrest","car","","","",""
"car25","กุญแจสตาร์ท","gun-jair-sà-dtáat","ignition","car","","","",""
"car26","กระจกมองหลัง","grà-jòk-morng-lǎng","rearview mirror","car","","","",""
"car27","เครื่องนำทาง","krêuang-nam-taang","sat nav","car","","","",""
"car28","เข็มขัดนิรภัย","kěm-kàt-ní-rá-pai","seatbelt","car","","","",""
"car29","ตัววัดความเร็ว","dtua-wát-kwaam-rew","speedometer","car","","","",""
"car30","พวงมาลัย","puang-maa-lai","steering wheel","car","","","",""
"car31","ล้อ","lór","wheel","car","","","",""
"car32","กระโปรงหลัง","grà-bprohng-lǎng","boot (trunk)","car","","","",""
"car33","หลังคา","lǎng-kaa","roof","car","","","",""
"car34","ประตู","bprà-dtoo","door","car","","","",""
"car35","หน้าต่าง","nâa-dtàang","window","car","","","",""
"car36","บังโคลนข้าง","bang-klohn-kâang","wing (panel)","car","","","",""
"car37","ยางรถ","yaang-rót","tyre","car","","","",""
"car38","ป้ายทะเบียนรถ","bpâai-tá-bian-rót","number plate","car","","","",""
"car39","กันชน","gan-chon","bumper","car","","","",""
"car40","กระโปรงหน้า","grà-bprohng-nâa","bonnet","car","","","",""
